sort,WKT,Layer,SubClasses,ExtendedEn,Linetype,EntityHand,Text,Z,Extracted_,Difference,
0.392348146,POINT Z (1528492.21 3799261.92 4421.44),DTM_POINT,AcDbEntity:AcDbPoint,,,37D,,1347.338245,1347.657607,-0.31936203,<Geometry>POINT Z (1528492.21 3799261.92 4421.44)</Geometry>
0.392366526,POINT Z (1528283.0 3799313.46 4421.97),DTM_POINT,AcDbEntity:AcDbPoint,,,62D,,1347.228852,1347.819152,-0.59029938,<Geometry>POINT Z (1528283.0 3799313.46 4421.97)</Geometry>
0.392661405,POINT Z (1528345.83 3799238.31 4421.06),DTM_POINT,AcDbEntity:AcDbPoint,,,C15,,1347.237325,1347.541783,-0.30445818,<Geometry>POINT Z (1528345.83 3799238.31 4421.06)</Geometry>
0.393158363,POINT Z (1527998.3 3799240.77 4420.58),DTM_POINT,AcDbEntity:AcDbPoint,,,1455,,1346.925031,1347.395479,-0.47044741,<Geometry>POINT Z (1527998.3 3799240.77 4420.58)</Geometry>
0.393193341,POINT Z (1528201.73 3799256.93 4421.01),DTM_POINT,AcDbEntity:AcDbPoint,,,BA9,,1347.139651,1347.526543,-0.38689225,<Geometry>POINT Z (1528201.73 3799256.93 4421.01)</Geometry>
0.393219998,POINT Z (1528293.28 3799263.65 4421.41),DTM_POINT,AcDbEntity:AcDbPoint,,,AA9,,1347.235118,1347.648463,-0.41334517,<Geometry>POINT Z (1528293.28 3799263.65 4421.41)</Geometry>
0.393267862,POINT Z (1527982.15 3799287.38 4420.87),DTM_POINT,AcDbEntity:AcDbPoint,,,11F5,,1346.936272,1347.483871,-0.54759928,<Geometry>POINT Z (1527982.15 3799287.38 4420.87)</Geometry>
0.393724354,POINT Z (1527743.54 3799267.04 4420.65),DTM_POINT,AcDbEntity:AcDbPoint,,,15F8,,1346.734416,1347.416815,-0.68239903,<Geometry>POINT Z (1527743.54 3799267.04 4420.65)</Geometry>
0.393991357,POINT Z (1528291.52 3799293.03 4421.86),DTM_POINT,AcDbEntity:AcDbPoint,,,105A,,1347.234232,1347.785624,-0.5513916,<Geometry>POINT Z (1528291.52 3799293.03 4421.86)</Geometry>
0.394172542,POINT Z (1528783.15 3799231.77 4422.38),DTM_POINT,AcDbEntity:AcDbPoint,,,A43,,1347.537442,1347.94412,-0.40667758,<Geometry>POINT Z (1528783.15 3799231.77 4422.38)</Geometry>
0.394400352,POINT Z (1528502.22 3799243.23 4421.52),DTM_POINT,AcDbEntity:AcDbPoint,,,28F,,1347.337017,1347.681991,-0.34497435,<Geometry>POINT Z (1528502.22 3799243.23 4421.52)</Geometry>
0.394709745,POINT Z (1528741.98 3799215.83 4422.21),DTM_POINT,AcDbEntity:AcDbPoint,,,155,,1347.505586,1347.892304,-0.3867173,<Geometry>POINT Z (1528741.98 3799215.83 4422.21)</Geometry>
0.394909218,POINT Z (1527693.42 3799223.15 4419.88),DTM_POINT,AcDbEntity:AcDbPoint,,,14C9,,1346.722125,1347.182118,-0.45999311,<Geometry>POINT Z (1527693.42 3799223.15 4419.88)</Geometry>
0.394945591,POINT Z (1528648.31 3799293.06 4422.07),DTM_POINT,AcDbEntity:AcDbPoint,,,78C,,1347.439474,1347.849632,-0.41015818,<Geometry>POINT Z (1528648.31 3799293.06 4422.07)</Geometry>
0.395041637,POINT Z (1528498.26 3799254.49 4421.46),DTM_POINT,AcDbEntity:AcDbPoint,,,321,,1347.337473,1347.663703,-0.32623029,<Geometry>POINT Z (1528498.26 3799254.49 4421.46)</Geometry>
0.395327627,POINT Z (1528641.7 3799278.05 4422.01),DTM_POINT,AcDbEntity:AcDbPoint,,,847,,1347.440844,1347.831344,-0.39050001,<Geometry>POINT Z (1528641.7 3799278.05 4422.01)</Geometry>
0.395587458,POINT Z (1528136.8 3799317.07 4420.93),DTM_POINT,AcDbEntity:AcDbPoint,,,1131,,1347.08436,1347.502159,-0.41779897,<Geometry>POINT Z (1528136.8 3799317.07 4420.93)</Geometry>
0.395792347,POINT Z (1528167.34 3799203.37 4420.27),DTM_POINT,AcDbEntity:AcDbPoint,,,E6F,,1347.073183,1347.300991,-0.22780806,<Geometry>POINT Z (1528167.34 3799203.37 4420.27)</Geometry>
0.395885038,POINT Z (1527814.25 3799218.21 4420.36),DTM_POINT,AcDbEntity:AcDbPoint,,,1421,,1346.763686,1347.328423,-0.56473643,<Geometry>POINT Z (1527814.25 3799218.21 4420.36)</Geometry>
0.395904368,POINT Z (1528532.35 3799243.19 4421.64),DTM_POINT,AcDbEntity:AcDbPoint,,,28D,,1347.334216,1347.718567,-0.38435157,<Geometry>POINT Z (1528532.35 3799243.19 4421.64)</Geometry>
0.396018948,POINT Z (1528621.88 3799221.65 4422.01),DTM_POINT,AcDbEntity:AcDbPoint,,,1B1,,1347.435291,1347.831344,-0.39605236,<Geometry>POINT Z (1528621.88 3799221.65 4422.01)</Geometry>
0.396039364,POINT Z (1528182.18 3799242.51 4420.66),DTM_POINT,AcDbEntity:AcDbPoint,,,CB7,,1347.124744,1347.419863,-0.29511841,<Geometry>POINT Z (1528182.18 3799242.51 4420.66)</Geometry>
0.396584781,POINT Z (1528087.78 3799252.47 4423.04),DTM_POINT,AcDbEntity:AcDbPoint,,,FE5,,1347.01735,1348.145288,-1.12793842,<Geometry>POINT Z (1528087.78 3799252.47 4423.04)</Geometry>
0.396683653,POINT Z (1527778.07 3799228.62 4420.43),DTM_POINT,AcDbEntity:AcDbPoint,,,14AC,,1346.729613,1347.349759,-0.62014543,<Geometry>POINT Z (1527778.07 3799228.62 4420.43)</Geometry>
0.396714416,POINT Z (1528047.57 3799298.87 4420.81),DTM_POINT,AcDbEntity:AcDbPoint,,,9AD,,1346.99761,1347.465583,-0.46797323,<Geometry>POINT Z (1528047.57 3799298.87 4420.81)</Geometry>
0.396794104,POINT Z (1528198.0 3799268.3 4421.09),DTM_POINT,AcDbEntity:AcDbPoint,,,AE6,,1347.135858,1347.550927,-0.41506906,<Geometry>POINT Z (1528198.0 3799268.3 4421.09)</Geometry>
0.396864155,POINT Z (1528278.03 3799269.05 4421.37),DTM_POINT,AcDbEntity:AcDbPoint,,,3D4,,1347.221981,1347.636271,-0.41428993,<Geometry>POINT Z (1528278.03 3799269.05 4421.37)</Geometry>
0.396880963,POINT Z (1528107.69 3799271.77 4423.63),DTM_POINT,AcDbEntity:AcDbPoint,,,B1C,,1347.040992,1348.325121,-1.28412906,<Geometry>POINT Z (1528107.69 3799271.77 4423.63)</Geometry>
0.396930029,POINT Z (1527707.3 3799311.97 4420.84),DTM_POINT,AcDbEntity:AcDbPoint,,,177B,,1346.734279,1347.474727,-0.74044786,<Geometry>POINT Z (1527707.3 3799311.97 4420.84)</Geometry>
0.397016742,POINT Z (1528750.5 3799303.27 4424.61),DTM_POINT,AcDbEntity:AcDbPoint,,,565,,1347.476436,1348.623825,-1.14738894,<Geometry>POINT Z (1528750.5 3799303.27 4424.61)</Geometry>
0.397034623,POINT Z (1528049.28 3799288.29 4421.01),DTM_POINT,AcDbEntity:AcDbPoint,,,A55,,1346.980963,1347.526543,-0.54558037,<Geometry>POINT Z (1528049.28 3799288.29 4421.01)</Geometry>
0.397172673,POINT Z (1527748.36 3799217.42 4420.21),DTM_POINT,AcDbEntity:AcDbPoint,,,145D,,1346.736277,1347.282703,-0.54642522,<Geometry>POINT Z (1527748.36 3799217.42 4420.21)</Geometry>
0.397174853,POINT Z (1528748.2 3799265.81 4422.67),DTM_POINT,AcDbEntity:AcDbPoint,,,39E,,1347.463571,1348.032512,-0.56894073,<Geometry>POINT Z (1528748.2 3799265.81 4422.67)</Geometry>
0.397313185,POINT Z (1528769.21 3799291.93 4424.51),DTM_POINT,AcDbEntity:AcDbPoint,,,74C,,1347.511086,1348.593345,-1.08225967,<Geometry>POINT Z (1528769.21 3799291.93 4424.51)</Geometry>
0.39768316,POINT Z (1528136.45 3799265.87 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,1019,,1347.032558,1347.450343,-0.41778518,<Geometry>POINT Z (1528136.45 3799265.87 4420.76)</Geometry>
0.397901023,POINT Z (1528594.76 3799278.36 4421.99),DTM_POINT,AcDbEntity:AcDbPoint,,,86D,,1347.389976,1347.825248,-0.43527194,<Geometry>POINT Z (1528594.76 3799278.36 4421.99)</Geometry>
0.398216323,POINT Z (1528157.53 3799248.02 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,FA7,,1347.060853,1347.450343,-0.38948999,<Geometry>POINT Z (1528157.53 3799248.02 4420.76)</Geometry>
0.398270008,POINT Z (1528307.57 3799291.57 4421.92),DTM_POINT,AcDbEntity:AcDbPoint,,,1046,,1347.242427,1347.803912,-0.56148489,<Geometry>POINT Z (1528307.57 3799291.57 4421.92)</Geometry>
0.398518526,POINT Z (1528137.73 3799243.07 4420.59),DTM_POINT,AcDbEntity:AcDbPoint,,,F91,,1347.037694,1347.398527,-0.36083323,<Geometry>POINT Z (1528137.73 3799243.07 4420.59)</Geometry>
0.399086932,POINT Z (1527824.76 3799229.09 4420.51),DTM_POINT,AcDbEntity:AcDbPoint,,,1487,,1346.803607,1347.374143,-0.57053551,<Geometry>POINT Z (1527824.76 3799229.09 4420.51)</Geometry>
0.399312731,POINT Z (1528067.03 3799261.8 4420.92),DTM_POINT,AcDbEntity:AcDbPoint,,,C0A,,1346.980709,1347.499111,-0.51840232,<Geometry>POINT Z (1528067.03 3799261.8 4420.92)</Geometry>
0.399681764,POINT Z (1527832.8 3799319.99 4421.43),DTM_POINT,AcDbEntity:AcDbPoint,,,1758,,1346.836265,1347.654559,-0.81829467,<Geometry>POINT Z (1527832.8 3799319.99 4421.43)</Geometry>
0.399929525,POINT Z (1528133.24 3799201.91 4420.33),DTM_POINT,AcDbEntity:AcDbPoint,,,E84,,1347.03841,1347.319279,-0.280869,<Geometry>POINT Z (1528133.24 3799201.91 4420.33)</Geometry>
0.400229566,POINT Z (1527988.26 3799245.45 4420.62),DTM_POINT,AcDbEntity:AcDbPoint,,,1490,,1346.916541,1347.407671,-0.49112967,<Geometry>POINT Z (1527988.26 3799245.45 4420.62)</Geometry>
0.400786734,POINT Z (1527842.09 3799229.35 4420.47),DTM_POINT,AcDbEntity:AcDbPoint,,,1474,,1346.823768,1347.361951,-0.53818274,<Geometry>POINT Z (1527842.09 3799229.35 4420.47)</Geometry>
0.400807603,POINT Z (1528073.84 3799280.82 4420.9),DTM_POINT,AcDbEntity:AcDbPoint,,,AB2,,1347.013907,1347.493015,-0.47910771,<Geometry>POINT Z (1528073.84 3799280.82 4420.9)</Geometry>
0.400812026,POINT Z (1527738.04 3799276.05 4420.58),DTM_POINT,AcDbEntity:AcDbPoint,,,163A,,1346.732941,1347.395479,-0.66253787,<Geometry>POINT Z (1527738.04 3799276.05 4420.58)</Geometry>
0.400990082,POINT Z (1528368.43 3799272.58 4421.95),DTM_POINT,AcDbEntity:AcDbPoint,,,407,,1347.233706,1347.813056,-0.57934981,<Geometry>POINT Z (1528368.43 3799272.58 4421.95)</Geometry>
0.401081288,POINT Z (1528416.56 3799222.99 4421.25),DTM_POINT,AcDbEntity:AcDbPoint,,,CAE,,1347.258771,1347.599695,-0.34092389,<Geometry>POINT Z (1528416.56 3799222.99 4421.25)</Geometry>
0.401138434,POINT Z (1528767.83 3799258.92 4422.64),DTM_POINT,AcDbEntity:AcDbPoint,,,8CB,,1347.510445,1348.023368,-0.51292334,<Geometry>POINT Z (1528767.83 3799258.92 4422.64)</Geometry>
0.401521653,POINT Z (1528621.71 3799312.22 4422.03),DTM_POINT,AcDbEntity:AcDbPoint,,,6EA,,1347.435101,1347.83744,-0.4023384,<Geometry>POINT Z (1528621.71 3799312.22 4422.03)</Geometry>
0.401526638,POINT Z (1528308.4 3799241.78 4421.03),DTM_POINT,AcDbEntity:AcDbPoint,,,F30,,1347.234515,1347.532639,-0.29812432,<Geometry>POINT Z (1528308.4 3799241.78 4421.03)</Geometry>
0.401574571,POINT Z (1528271.84 3799258.25 4421.13),DTM_POINT,AcDbEntity:AcDbPoint,,,B22,,1347.199701,1347.563119,-0.36341796,<Geometry>POINT Z (1528271.84 3799258.25 4421.13)</Geometry>
0.401748766,POINT Z (1528240.65 3799267.76 4421.35),DTM_POINT,AcDbEntity:AcDbPoint,,,FE9,,1347.142755,1347.630175,-0.48742003,<Geometry>POINT Z (1528240.65 3799267.76 4421.35)</Geometry>
0.401834211,POINT Z (1528591.55 3799213.97 4421.46),DTM_POINT,AcDbEntity:AcDbPoint,,,14B,,1347.393774,1347.663703,-0.26992928,<Geometry>POINT Z (1528591.55 3799213.97 4421.46)</Geometry>
0.401889596,POINT Z (1528773.21 3799300.03 4421.66),DTM_POINT,AcDbEntity:AcDbPoint,,,54A,,1347.519304,1347.724663,-0.20535896,<Geometry>POINT Z (1528773.21 3799300.03 4421.66)</Geometry>
0.402067859,POINT Z (1527893.12 3799297.33 4420.99),DTM_POINT,AcDbEntity:AcDbPoint,,,1.10E+03,,1346.854858,1347.520447,-0.66558896,<Geometry>POINT Z (1527893.12 3799297.33 4420.99)</Geometry>
0.402204152,POINT Z (1528060.1 3799208.41 4420.31),DTM_POINT,AcDbEntity:AcDbPoint,,,E88,,1346.939884,1347.313183,-0.37329903,<Geometry>POINT Z (1528060.1 3799208.41 4420.31)</Geometry>
0.402455845,POINT Z (1528597.64 3799296.5 4421.72),DTM_POINT,AcDbEntity:AcDbPoint,,,78D,,1347.397655,1347.742951,-0.34529613,<Geometry>POINT Z (1528597.64 3799296.5 4421.72)</Geometry>
0.402554129,POINT Z (1527868.45 3799304.96 4420.85),DTM_POINT,AcDbEntity:AcDbPoint,,,11C6,,1346.831761,1347.477775,-0.64601443,<Geometry>POINT Z (1527868.45 3799304.96 4420.85)</Geometry>
0.40271128,POINT Z (1527917.18 3799253.44 4420.62),DTM_POINT,AcDbEntity:AcDbPoint,,,1506,,1346.835825,1347.407671,-0.57184567,<Geometry>POINT Z (1527917.18 3799253.44 4420.62)</Geometry>
0.402787738,POINT Z (1528607.53 3799219.11 4421.79),DTM_POINT,AcDbEntity:AcDbPoint,,,BED,,1347.425421,1347.764288,-0.33886605,<Geometry>POINT Z (1528607.53 3799219.11 4421.79)</Geometry>
0.402842055,POINT Z (1528037.56 3799234.29 4420.57),DTM_POINT,AcDbEntity:AcDbPoint,,,DD0,,1346.937537,1347.392431,-0.45489369,<Geometry>POINT Z (1528037.56 3799234.29 4420.57)</Geometry>
0.402848836,POINT Z (1528446.72 3799272.69 4421.85),DTM_POINT,AcDbEntity:AcDbPoint,,,3FF,,1347.32381,1347.782576,-0.45876541,<Geometry>POINT Z (1528446.72 3799272.69 4421.85)</Geometry>
0.403041844,POINT Z (1527916.1 3799303.6 4420.86),DTM_POINT,AcDbEntity:AcDbPoint,,,11BD,,1346.902569,1347.480823,-0.57825393,<Geometry>POINT Z (1527916.1 3799303.6 4420.86)</Geometry>
0.403174244,POINT Z (1528317.54 3799232.55 4421.03),DTM_POINT,AcDbEntity:AcDbPoint,,,CA0,,1347.234553,1347.532639,-0.29808634,<Geometry>POINT Z (1528317.54 3799232.55 4421.03)</Geometry>
0.403367761,POINT Z (1528733.59 3799221.59 4422.09),DTM_POINT,AcDbEntity:AcDbPoint,,,1BB,,1347.486369,1347.855728,-0.36935882,<Geometry>POINT Z (1528733.59 3799221.59 4422.09)</Geometry>
0.403450712,POINT Z (1528268.22 3799277.25 4421.59),DTM_POINT,AcDbEntity:AcDbPoint,,,9F8,,1347.195335,1347.703327,-0.50799215,<Geometry>POINT Z (1528268.22 3799277.25 4421.59)</Geometry>
0.403729627,POINT Z (1528487.57 3799301.88 4421.74),DTM_POINT,AcDbEntity:AcDbPoint,,,7A2,,1347.336968,1347.749048,-0.41207912,<Geometry>POINT Z (1528487.57 3799301.88 4421.74)</Geometry>
0.403737826,POINT Z (1527849.93 3799319.96 4421.42),DTM_POINT,AcDbEntity:AcDbPoint,,,1189,,1346.832698,1347.651511,-0.81881364,<Geometry>POINT Z (1527849.93 3799319.96 4421.42)</Geometry>
0.403905667,POINT Z (1528177.91 3799252.46 4420.71),DTM_POINT,AcDbEntity:AcDbPoint,,,C0F,,1347.116785,1347.435103,-0.318318,<Geometry>POINT Z (1528177.91 3799252.46 4420.71)</Geometry>
0.403942078,POINT Z (1528776.44 3799251.67 4422.86),DTM_POINT,AcDbEntity:AcDbPoint,,,928,,1347.527229,1348.090424,-0.56319498,<Geometry>POINT Z (1528776.44 3799251.67 4422.86)</Geometry>
0.403960354,POINT Z (1528175.66 3799317.54 4421.23),DTM_POINT,AcDbEntity:AcDbPoint,,,1121,,1347.137091,1347.593599,-0.45650831,<Geometry>POINT Z (1528175.66 3799317.54 4421.23)</Geometry>
0.404101279,POINT Z (1527936.78 3799307.48 4420.94),DTM_POINT,AcDbEntity:AcDbPoint,,,11A6,,1346.932117,1347.505207,-0.57308983,<Geometry>POINT Z (1527936.78 3799307.48 4420.94)</Geometry>
0.404334555,POINT Z (1528472.58 3799227.61 4420.99),DTM_POINT,AcDbEntity:AcDbPoint,,,C19,,1347.340106,1347.520447,-0.18034116,<Geometry>POINT Z (1528472.58 3799227.61 4420.99)</Geometry>
0.404893749,POINT Z (1527934.3 3799202.15 4420.2),DTM_POINT,AcDbEntity:AcDbPoint,,,1384,,1346.834733,1347.279655,-0.44492126,<Geometry>POINT Z (1527934.3 3799202.15 4420.2)</Geometry>
0.404966997,POINT Z (1528067.3 3799292.66 4421.25),DTM_POINT,AcDbEntity:AcDbPoint,,,10C9,,1347.015032,1347.599695,-0.58466354,<Geometry>POINT Z (1528067.3 3799292.66 4421.25)</Geometry>
0.405099002,POINT Z (1527793.9 3799267.72 4420.79),DTM_POINT,AcDbEntity:AcDbPoint,,,15DD,,1346.817492,1347.459487,-0.64199528,<Geometry>POINT Z (1527793.9 3799267.72 4420.79)</Geometry>
0.405105231,POINT Z (1527918.15 3799257.01 4420.65),DTM_POINT,AcDbEntity:AcDbPoint,,,12A4,,1346.837058,1347.416815,-0.57975679,<Geometry>POINT Z (1527918.15 3799257.01 4420.65)</Geometry>
0.405227728,POINT Z (1528515.53 3799305.99 4421.83),DTM_POINT,AcDbEntity:AcDbPoint,,,5A8,,1347.335613,1347.77648,-0.44086669,<Geometry>POINT Z (1528515.53 3799305.99 4421.83)</Geometry>
0.405276976,POINT Z (1528456.79 3799222.47 4421.37),DTM_POINT,AcDbEntity:AcDbPoint,,,C82,,1347.340435,1347.636271,-0.2958359,<Geometry>POINT Z (1528456.79 3799222.47 4421.37)</Geometry>
0.40528747,POINT Z (1528503.97 3799266.43 4421.61),DTM_POINT,AcDbEntity:AcDbPoint,,,985,,1347.336694,1347.709423,-0.37272979,<Geometry>POINT Z (1528503.97 3799266.43 4421.61)</Geometry>
0.405440475,POINT Z (1527736.76 3799303.53 4420.68),DTM_POINT,AcDbEntity:AcDbPoint,,,1722,,1346.732318,1347.425959,-0.69364123,<Geometry>POINT Z (1527736.76 3799303.53 4420.68)</Geometry>
0.405487405,POINT Z (1527758.0 3799215.62 4420.22),DTM_POINT,AcDbEntity:AcDbPoint,,,1440,,1346.734492,1347.285751,-0.55125865,<Geometry>POINT Z (1527758.0 3799215.62 4420.22)</Geometry>
0.405586067,POINT Z (1528142.95 3799309.98 4421.13),DTM_POINT,AcDbEntity:AcDbPoint,,,885,,1347.095488,1347.563119,-0.46763148,<Geometry>POINT Z (1528142.95 3799309.98 4421.13)</Geometry>
0.406098552,POINT Z (1527972.11 3799291.58 4420.86),DTM_POINT,AcDbEntity:AcDbPoint,,,11DA,,1346.935309,1347.480823,-0.5455144,<Geometry>POINT Z (1527972.11 3799291.58 4420.86)</Geometry>
0.406239664,POINT Z (1527947.69 3799264.16 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,1278,,1346.890854,1347.450343,-0.55948842,<Geometry>POINT Z (1527947.69 3799264.16 4420.76)</Geometry>
0.406393649,POINT Z (1528069.46 3799237.21 4420.8),DTM_POINT,AcDbEntity:AcDbPoint,,,F9D,,1346.976614,1347.462535,-0.48592059,<Geometry>POINT Z (1528069.46 3799237.21 4420.8)</Geometry>
0.406436004,POINT Z (1527752.04 3799213.43 4420.11),DTM_POINT,AcDbEntity:AcDbPoint,,,142E,,1346.736107,1347.252223,-0.51611574,<Geometry>POINT Z (1527752.04 3799213.43 4420.11)</Geometry>
0.406558345,POINT Z (1527954.43 3799233.34 4420.62),DTM_POINT,AcDbEntity:AcDbPoint,,,1300,,1346.838323,1347.407671,-0.56934821,<Geometry>POINT Z (1527954.43 3799233.34 4420.62)</Geometry>
0.406700818,POINT Z (1528383.64 3799206.23 4420.92),DTM_POINT,AcDbEntity:AcDbPoint,,,ED,,1347.231341,1347.499111,-0.26777022,<Geometry>POINT Z (1528383.64 3799206.23 4420.92)</Geometry>
0.406987168,POINT Z (1527864.2 3799211.26 4420.4),DTM_POINT,AcDbEntity:AcDbPoint,,,1364,,1346.824267,1347.340615,-0.51634777,<Geometry>POINT Z (1527864.2 3799211.26 4420.4)</Geometry>
0.407023199,POINT Z (1528150.92 3799221.99 4420.5),DTM_POINT,AcDbEntity:AcDbPoint,,,DE1,,1347.050497,1347.371095,-0.32059769,<Geometry>POINT Z (1528150.92 3799221.99 4420.5)</Geometry>
0.407168004,POINT Z (1528572.16 3799257.22 4421.76),DTM_POINT,AcDbEntity:AcDbPoint,,,9C5,,1347.34553,1347.755144,-0.4096138,<Geometry>POINT Z (1528572.16 3799257.22 4421.76)</Geometry>
0.407355762,POINT Z (1528337.24 3799207.09 4420.48),DTM_POINT,AcDbEntity:AcDbPoint,,,DD6,,1347.242859,1347.364999,-0.12213999,<Geometry>POINT Z (1528337.24 3799207.09 4420.48)</Geometry>
0.407391061,POINT Z (1527846.58 3799236.76 4420.55),DTM_POINT,AcDbEntity:AcDbPoint,,,14BA,,1346.835238,1347.386335,-0.55109697,<Geometry>POINT Z (1527846.58 3799236.76 4420.55)</Geometry>
0.407478125,POINT Z (1528611.64 3799212.44 4421.72),DTM_POINT,AcDbEntity:AcDbPoint,,,C56,,1347.431371,1347.742951,-0.31158075,<Geometry>POINT Z (1528611.64 3799212.44 4421.72)</Geometry>
0.40772708,POINT Z (1528292.06 3799226.7 4420.76),DTM_POINT,AcDbEntity:AcDbPoint,,,D18,,1347.204771,1347.450343,-0.24557217,<Geometry>POINT Z (1528292.06 3799226.7 4420.76)</Geometry>
0.408316425,POINT Z (1528085.68 3799211.71 4422.98),DTM_POINT,AcDbEntity:AcDbPoint,,,E60,,1346.967216,1348.127,-1.15978433,<Geometry>POINT Z (1528085.68 3799211.71 4422.98)</Geometry>
0.409147391,POINT Z (1528798.31 3799318.03 4424.17),DTM_POINT,AcDbEntity:AcDbPoint,,,96,,1347.536473,1348.489713,-0.95324,<Geometry>POINT Z (1528798.31 3799318.03 4424.17)</Geometry>
0.409382532,POINT Z (1528577.9 3799290.9 4421.61),DTM_POINT,AcDbEntity:AcDbPoint,,,4DC,,1347.354221,1347.709423,-0.35520194,<Geometry>POINT Z (1528577.9 3799290.9 4421.61)</Geometry>
0.409713197,POINT Z (1528601.68 3799268.34 4422.04),DTM_POINT,AcDbEntity:AcDbPoint,,,8F5,,1347.407865,1347.840488,-0.43262273,<Geometry>POINT Z (1528601.68 3799268.34 4422.04)</Geometry>
0.409987255,POINT Z (1528131.08 3799286.65 4420.6),DTM_POINT,AcDbEntity:AcDbPoint,,,A06,,1347.051356,1347.401575,-0.35021911,<Geometry>POINT Z (1528131.08 3799286.65 4420.6)</Geometry>
0.410258239,POINT Z (1528007.63 3799233.18 4420.45),DTM_POINT,AcDbEntity:AcDbPoint,,,FA0,,1346.92938,1347.355855,-0.42647503,<Geometry>POINT Z (1528007.63 3799233.18 4420.45)</Geometry>
0.41043576,POINT Z (1528587.96 3799262.28 4421.89),DTM_POINT,AcDbEntity:AcDbPoint,,,965,,1347.371849,1347.794768,-0.42291881,<Geometry>POINT Z (1528587.96 3799262.28 4421.89)</Geometry>
0.41057658,POINT Z (1528273.28 3799319.39 4422.02),DTM_POINT,AcDbEntity:AcDbPoint,,,10EE,,1347.206483,1347.834392,-0.6279088,<Geometry>POINT Z (1528273.28 3799319.39 4422.02)</Geometry>
0.410625193,POINT Z (1528672.78 3799253.37 4422.06),DTM_POINT,AcDbEntity:AcDbPoint,,,98A,,1347.435716,1347.846584,-0.41086767,<Geometry>POINT Z (1528672.78 3799253.37 4422.06)</Geometry>
0.410633872,POINT Z (1527861.91 3799297.11 4420.96),DTM_POINT,AcDbEntity:AcDbPoint,,,11F2,,1346.833071,1347.511303,-0.678232,<Geometry>POINT Z (1527861.91 3799297.11 4420.96)</Geometry>
0.41068827,POINT Z (1527951.79 3799309.08 4420.91),DTM_POINT,AcDbEntity:AcDbPoint,,,1199,,1346.939348,1347.496063,-0.55671522,<Geometry>POINT Z (1527951.79 3799309.08 4420.91)</Geometry>
0.410743579,POINT Z (1528575.32 3799220.4 4421.35),DTM_POINT,AcDbEntity:AcDbPoint,,,192,,1347.357717,1347.630175,-0.27245846,<Geometry>POINT Z (1528575.32 3799220.4 4421.35)</Geometry>
0.411029235,POINT Z (1527907.16 3799296.64 4420.99),DTM_POINT,AcDbEntity:AcDbPoint,,,11DC,,1346.876201,1347.520447,-0.64424606,<Geometry>POINT Z (1527907.16 3799296.64 4420.99)</Geometry>
0.411045031,POINT Z (1528108.13 3799242.68 4423.52),DTM_POINT,AcDbEntity:AcDbPoint,,,D0D,,1347.031895,1348.291593,-1.25969799,<Geometry>POINT Z (1528108.13 3799242.68 4423.52)</Geometry>
0.411257412,POINT Z (1528147.81 3799292.42 4421.09),DTM_POINT,AcDbEntity:AcDbPoint,,,109C,,1347.087663,1347.550927,-0.46326387,<Geometry>POINT Z (1528147.81 3799292.42 4421.09)</Geometry>
0.411736688,POINT Z (1528306.78 3799247.26 4421.05),DTM_POINT,AcDbEntity:AcDbPoint,,,2D1,,1347.236332,1347.538735,-0.30240288,<Geometry>POINT Z (1528306.78 3799247.26 4421.05)</Geometry>
0.411744942,POINT Z (1527772.96 3799258.8 4420.72),DTM_POINT,AcDbEntity:AcDbPoint,,,15A5,,1346.764799,1347.438151,-0.67335179,<Geometry>POINT Z (1527772.96 3799258.8 4420.72)</Geometry>
0.411808426,POINT Z (1527902.9 3799253.29 4420.61),DTM_POINT,AcDbEntity:AcDbPoint,,,12BC,,1346.830615,1347.404623,-0.57400797,<Geometry>POINT Z (1527902.9 3799253.29 4420.61)</Geometry>
0.412497765,POINT Z (1528532.71 3799312.42 4421.85),DTM_POINT,AcDbEntity:AcDbPoint,,,615,,1347.33456,1347.782576,-0.44801574,<Geometry>POINT Z (1528532.71 3799312.42 4421.85)</Geometry>
0.412934563,POINT Z (1528551.14 3799319.5 4421.91),DTM_POINT,AcDbEntity:AcDbPoint,,,6.00E+01,,1347.328897,1347.800864,-0.47196671,<Geometry>POINT Z (1528551.14 3799319.5 4421.91)</Geometry>
0.412969385,POINT Z (1528445.97 3799206.75 4421.38),DTM_POINT,AcDbEntity:AcDbPoint,,,FC,,1347.320622,1347.639319,-0.31869738,<Geometry>POINT Z (1528445.97 3799206.75 4421.38)</Geometry>
0.413034691,POINT Z (1528572.8 3799318.1 4421.82),DTM_POINT,AcDbEntity:AcDbPoint,,,6.00E+00,,1347.344699,1347.773432,-0.42873216,<Geometry>POINT Z (1528572.8 3799318.1 4421.82)</Geometry>
0.41316887,POINT Z (1528324.1 3799298.21 4422.11),DTM_POINT,AcDbEntity:AcDbPoint,,,555,,1347.23806,1347.861824,-0.62376346,<Geometry>POINT Z (1528324.1 3799298.21 4422.11)</Geometry>
